MATCHA: a fast and energy-efficient accelerator for fully homomorphic encryption over the torus.	Lei Jiang 0001,Qian Lou,Nrushad Joshi	10.1145/3489517.3530435
FaSe: fast selective flushing to mitigate contention-based cache timing attacks.	Tuo Li 0001,Sri Parameswaran	10.1145/3489517.3530491
Accelerating nonlinear DC circuit simulation with reinforcement learning.	Zhou Jin 0001,Haojie Pei,Yichao Dong,Xiang Jin,Xiao Wu,Wei W. Xing,Dan Niu	10.1145/3489517.3530512
Flexible chip placement via reinforcement learning: late breaking results.	Fu-Chieh Chang 0001,Yu-Wei Tseng,Ya-Wen Yu,Ssu-Rui Lee,Alexandru Cioba,I-Lun Tseng,Da-Shan Shiu,Jhih-Wei Hsu,Cheng-Yuan Wang,Chien-Yi Yang,Ren-Chu Wang,Yao-Wen Chang,Tai-Chen Chen,Tung-Chieh Chen	10.1145/3489517.3530617
DA PUF: dual-state analog PUF.	Jiliang Zhang 0002,Lin Ding,Zhuojun Chen,Wenshang Li,Gang Qu 0001	10.1145/3489517.3530412
QuantumNAT: quantum noise-aware training with noise injection, quantization and normalization.	Hanrui Wang 0002,Jiaqi Gu,Yongshan Ding 0001,Zirui Li,Frederic T. Chong,David Z. Pan,Song Han 0003	10.1145/3489517.3530400
QOC: quantum on-chip training with parameter shift and gradient pruning.	Hanrui Wang 0002,Zirui Li,Jiaqi Gu,Yongshan Ding 0001,David Z. Pan,Song Han 0003	10.1145/3489517.3530495
BlueScale: a scalable memory architecture for predictable real-time computing on highly integrated SoCs.	Zhe Jiang 0004,Kecheng Yang 0001,Neil C. Audsley,Nathan Fisher,Weisong Shi,Zheng Dong 0002	10.1145/3489517.3530612
HCG: optimizing embedded code generation of simulink with SIMD instruction synthesis.	Zhuo Su 0005,Zehong Yu,Dongyan Wang,Yixiao Yang,Yu Jiang 0001,Rui Wang 0024,Wanli Chang 0001,Jia-Guang Sun 0001	10.1145/3489517.3530582
GLite: a fast and efficient automatic graph-level optimizer for large-scale DNNs.	Jiaqi Li 0006,Min Peng,Qingan Li,Meizheng Peng,Mengting Yuan	10.1145/3489517.3530418
DARPT: defense against remote physical attack based on TDC in multi-tenant scenario.	Fan Zhang 0010,Zhiyong Wang,Haoting Shen,Bolin Yang,Qianmei Wu,Kui Ren 0001	10.1145/3489517.3530494
DeepGate: learning neural representations of logic gates.	Min Li 0019,Sadaf Khan,Zhengyuan Shi,Naixing Wang,Huang Yu,Qiang Xu 0001	10.1145/3489517.3530497
The SODA approach: leveraging high-level synthesis for hardware/software co-design and hardware specialization: invited.	Nicolas Bohm Agostini,Serena Curzel,Ankur Limaye,Vinay Amatya,Marco Minutoli,Vito Giovanni Castellana,Joseph B. Manzano,Antonino Tumeo,Fabrizio Ferrandi	10.1145/3489517.3530628
Glimpse: mathematical embedding of hardware specification for neural compilation.	Byung Hoon Ahn,Sean Kinzer,Hadi Esmaeilzadeh	10.1145/3489517.3530590
Fast and scalable human pose estimation using mmWave point cloud.	Sizhe An,Ümit Y. Ogras	10.1145/3489517.3530522
Response time analysis for dynamic priority scheduling in ROS2.	Abdullah Al Arafat,Sudharsan Vaidhun,Kurt M. Wilson,Jinghao Sun,Zhishan Guo	10.1145/3489517.3530447
Pipette: efficient fine-grained reads for SSDs.	Shuhan Bai,Hu Wan 0001,Yun Huang,Xuan Sun 0003,Fei Wu 0005,Changsheng Xie,Hung-Chih Hsieh,Tei-Wei Kuo,Chun Jason Xue	10.1145/3489517.3530467
Improving GNN-based accelerator design automation with meta learning.	Yunsheng Bai,Atefeh Sohrabizadeh,Yizhou Sun,Jason Cong	10.1145/3489517.3530629
MIME: adapting a single neural network for multi-task inference with memory-efficient dynamic pruning.	Abhiroop Bhattacharjee,Yeshwanth Venkatesha,Abhishek Moitra,Priyadarshini Panda	10.1145/3489517.3530473
VIPR-PCB: a machine learning based golden-free PCB assurance framework.	Aritra Bhattacharyay,Prabuddha Chakraborty,Jonathan Cruz 0001,Swarup Bhunia	10.1145/3489517.3530545
Efficient maximum data age analysis for cause-effect chains in automotive systems.	Ran Bi,Xinbin Liu,Jiankang Ren,Pengfei Wang,Huawei Lv,Guozhen Tan	10.1145/3489517.3530609
Handling non-unitaries in quantum circuit equivalence checking.	Lukas Burgholzer,Robert Wille	10.1145/3489517.3530482
Energy efficient data search design and optimization based on a compact ferroelectric FET content addressable memory.	Jiahao Cai,Mohsen Imani,Kai Ni 0004,Grace Li Zhang,Bing Li 0005,Ulf Schlichtmann,Cheng Zhuo,Xunzhao Yin	10.1145/3489517.3530527
Domain knowledge-infused deep learning for automated analog/radio-frequency circuit parameter optimization.	Weidong Cao,Mouhacine Benosman,Xuan Zhang,Rui Ma	10.1145/3489517.3530501
AL-PA: cross-device profiled side-channel attack using adversarial learning.	Pei Cao,Hongyi Zhang,Dawu Gu,Yan Lu,Yidong Yuan	10.1145/3489517.3530517
mflowgen: a modular flow generator and ecosystem for community-driven physical design: invited.	Alex Carsello,James Thomas 0003,Ankita Nayak,Po-Han Chen,Mark Horowitz,Priyanka Raina,Christopher Torng	10.1145/3489517.3530633
ASAP: reconciling asynchronous real-time operations and proofs of execution in simple embedded systems.	Adam Caulfield,Norrathep Rattanavipanon,Ivan De Oliveira Nunes	10.1145/3489517.3530550
Timed speculative attacks exploiting store-to-load forwarding bypassing cache-based countermeasures.	Anirban Chakraborty,Nikhilesh Singh,Sarani Bhattacharya,Chester Rebeiro,Debdeep Mukhopadhyay	10.1145/3489517.3530493
FHDnn: communication efficient and robust federated learning for AIoT networks.	Rishikanth Chandrasekaran,Kazim Ergun,Jihyun Lee,Dhanush Nanjunda,Jaeyoung Kang 0001,Tajana Rosing	10.1145/3489517.3530394
Timing macro modeling with graph neural networks.	Kevin Kai-Chun Chang,Chun-Yao Chiang,Pei-Yu Lee,Iris Hui-Ru Jiang	10.1145/3489517.3530599
Hardware-efficient stochastic rounding unit design for DNN training: late breaking results.	Sung-En Chang,Geng Yuan,Alec Lu,Mengshu Sun,Yanyu Li,Xiaolong Ma,Zhengang Li,Yanyue Xie,Minghai Qin,Xue Lin,Zhenman Fang,Yanzhi Wang	10.1145/3489517.3530619
Efficient access scheme for multi-bank based NTT architecture through conflict graph.	Xiangren Chen,Bohan Yang 0004,Yong Lu,Shouyi Yin,Shaojun Wei,Leibo Liu	10.1145/3489517.3530656
Placement initialization via a projected eigenvector algorithm: late breaking results.	Pengwen Chen,Chung-Kuan Cheng,Albert Chern,Chester Holtz,Aoxi Li,Yucheng Wang	10.1145/3489517.3530620
Trusting the trust anchor: towards detecting cross-layer vulnerabilities with hardware fuzzing.	Chen Chen,Rahul Kande,Pouya Mahmoody,Ahmad-Reza Sadeghi,J. V. Rajendran 0001	10.1145/3489517.3530638
Optimizing quantum circuit synthesis for permutations using recursion.	Cynthia Chen,Bruno Schmitt,Helena Zhang,Lev S. Bishop,Ali Javadi-Abhar	10.1145/3489517.3530654
