Tutorial: &quot;Manufacturing test of systems-on-a-chip (SoCs)&quot;.	Jacob A. Abraham	10.1109/SOCC.2011.6085148
High performance multi-engine regular expression processing.	Thianantha Arumugam,Sakir Sezer,Dwayne Burns,Vishalini Vasu	10.1109/SOCC.2011.6085117
Compiler-assisted technique for rapid performance estimation of FPGA-based processors.	Yan Lin Aung,Siew Kei Lam,Thambipillai Srikanthan	10.1109/SOCC.2011.6085116
VFSMC - a core for cycle accurate multithreaded processing in hard real-time Systems-on-Chip.	Siegfried Brandstätter,Mario Huemer	10.1109/SOCC.2011.6085111
Technology trends and implications on SoC design.	Jeffrey L. Burns	10.1109/SOCC.2011.6085094
An analog gamma correction method for high dynamic range applications.	Yuan Cao 0003,Amine Bermak	10.1109/SOCC.2011.6085112
Design and optimization methods for digital microfluidic biochips: A vision for functional diversity and more than moore.	Krishnendu Chakrabarty	10.1109/SOCC.2011.6085141
An analytical model to estimate PCM failure probability due to process variations.	Mu-Tien Chang,Bruce L. Jacob	10.1109/SOCC.2011.6085128
A SAR ADC BIST for simplified linearity test.	An-Sheng Chao,Soon-Jyh Chang,Hsin-Wen Ting	10.1109/SOCC.2011.6085122
Transport Layer Assisted Routing for Non-Stationary Irregular mesh of thermal-aware 3D Network-on-Chip systems.	Chih-Hao Chao,Tsu-Chu Yin,Shu-Yen Lin,An-Yeu Wu	10.1109/SOCC.2011.6085086
TSV-based 3D-IC placement for timing optimization.	Yi-Rong Chen,Hung-Ming Chen,Shih-Ying Liu	10.1109/SOCC.2011.6085087
A register-transfer level testability analyzer.	Yen-An Chen,Chun-Yao Wang,Ching-Yi Huang,Hsiu-Yi Lin	10.1109/SOCC.2011.6085107
High reliability built-in self-detection and self-correction design for DCT/IDCT application.	Chang-Hsin Cheng,Chun-Lung Hsu,Chung-Kai Liu,Shih-Yin Lin	10.1109/SOCC.2011.6085106
The pending arrival of Phase Change Memory: The implications on the memory-storage hierarchy and on future systems development.	Stefanie Chiras	10.1109/SOCC.2011.6085095
Baseband signal processing in SDR.	Tzi-Dar Chiueh	10.1109/SOCC.2011.6085144
Ultra low power QC-LDPC decoder with high parallelism.	Ying Cui,Xiao Peng 0002,Zhixiang Chen 0002,Xiongxin Zhao,Yichao Lu,Dajiang Zhou,Satoshi Goto	10.1109/SOCC.2011.6085136
Concept and design of exhaustive-parallel search algorithm for Network-on-Chip.	Meganathan Deivasigamani,Shaghayeghsadat Tabatabaei,Naveed Ul Mustafa,Hamza Ijaz,Haris Bin Aslam,Shaoteng Liu,Axel Jantsch	10.1109/SOCC.2011.6085123
Double-differential recording and AGC using amplifier ASIC.	Shin-Liang Deng,Chun-Yi Li,Robert Rieger	10.1109/SOCC.2011.6085121
Low power 120 KSPS 12bit SAR ADC with a novel switch control method for internal CDAC.	Abhisek Dey,Tarun Kanti Bhattacharyya	10.1109/SOCC.2011.6085099
An energy-efficient 10T SRAM-based FIFO memory operating in near-/sub-threshold regions.	Wei-Hung Du,Ming-Hung Chang,Hao-Yi Yang,Wei Hwang	10.1109/SOCC.2011.6085069
A silicon core for an acoustic archival tag.	Godi Fischer,H. Thomas Rossby	10.1109/SOCC.2011.6085097
Novel adaptive keeper LBL technique for low power and high performance register files.	Na Gong,Geng Tang,Jinhui Wang,Ramalingam Sridhar	10.1109/SOCC.2011.6085071
Low power tri-state register files design for modern out-of-order processors.	Na Gong,Geng Tang,Jinhui Wang,Ramalingam Sridhar	10.1109/SOCC.2011.6085113
PVT variations aware optimal sleep vector determination of dual VT domino OR circuits.	Na Gong,Jinhui Wang,Ramalingam Sridhar	10.1109/SOCC.2011.6085092
Fair rate packet arbitration in Network-on-Chip.	Falko Guderian,Erik Fischer,Markus Winter 0002,Gerhard P. Fettweis	10.1109/SOCC.2011.6085085
CGA: Combining cluster analysis with genetic algorithm for regression suite reduction of microprocessors.	Liucheng Guo,Jiangfang Yi,Liang Zhang,Xiaoyin Wang,Dong Tong 0001	10.1109/SOCC.2011.6085105
System power analysis with DVFS on ESL virtual platform.	Wen-Tsan Hsieh,Jen-Chieh Yeh,Shih-Che Lin,Hsing-Chuang Liu,Yi-Siou Chen	10.1109/SOCC.2011.6085102
Multi-Pheromone ACO-based routing in Network-on-Chip system inspired by economic phenomenon.	Hsien-Kai Hsin,En-Jui Chang,Chih-Hao Chao,Shu-Yen Lin,An-Yeu Wu	10.1109/SOCC.2011.6085084
Configurable baseband designs and implementations of WiMAX/LTE dual systems based on multi-core DSP.	Jen-Yuan Hsu,Chien-Yu Kao,Ping-Heng Kuo,Pangan Ting	10.1109/SOCC.2011.6085146
On-demand memory sub-system for multi-core SoCs.	Po-Tsang Huang,Yung Chang,Wei Hwang	10.1109/SOCC.2011.6085132
Yield-award placement optimization for Switched-Capacitor analog integrated circuits.	Chien-Chih Huang,Jwu-E Chen,Pei-Wen Luo,Chin-Long Wey	10.1109/SOCC.2011.6085127
Recent research and emerging challenges in design and optimization for digital microfluidic biochips.	Tsung-Wei Huang,Yan-You Lin,Jia-Wen Chang,Tsung-Yi Ho	10.1109/SOCC.2011.6085143
Plenary: Boosting performance efficiency in multiprocessor systems through multi-threading.	Gideon D. Intrater	10.1109/SOCC.2011.6085140
Integration of code optimization and hardware exploration for a VLIW architecture by using fuzzy control system.	Xiaoyan Jia,Gerhard P. Fettweis	10.1109/SOCC.2011.6085072
Sleep signal slew rate modulation for mode transition noise suppression in ground gated integrated circuits.	Hailong Jiao,Volkan Kursun	10.1109/SOCC.2011.6085093
Computation and communication aware run-time mapping for NoC-based MPSoC platforms.	Samarth Kaushik,Amit Kumar Singh 0002,Thambipillai Srikanthan	10.1109/SOCC.2011.6085078
A design strategy for sub-threshold circuits considering energy-minimization and yield-maximization.	Junya Kawashima,Hiroyuki Ochi,Hiroshi Tsutsui,Takashi Sato	10.1109/SOCC.2011.6085076
Efficient design and synthesis of decimation filters for wideband delta-sigma ADCs.	Rajaram Mohan Roy Koppula,Sakkarapani Balagopal,Vishal Saxena	10.1109/SOCC.2011.6085120
A novel approach to estimate the impact of analog circuit performance based on the small signal model under process variations.	Po-Yu Kuo,Siwat Saibua,Dian Zhou	10.1109/SOCC.2011.6085098
Tutorial: &quot;Design of high-speed wireline transceivers&quot;.	Jri Lee	10.1109/SOCC.2011.6085149
Functional verifications for SoC software/hardware co-design: From virtual platform to physical platform.	Yi-Li Lin,Alvin W. Y. Su	10.1109/SOCC.2011.6085104
Exploring Virtual-Channel architecture in FPGA based Networks-on-Chip.	Ye Lu 0003,John V. McCanny,Sakir Sezer	10.1109/SOCC.2011.6085089
A CAD methodology for automatic topology selection &amp; sizing.	Supriyo Maji,Pradip Mandal	10.1109/SOCC.2011.6085101
Monitor strategies for variability reduction considering correlation between power and timing variability.	Joan Mauricio,Francesc Moll,Josep Altet	10.1109/SOCC.2011.6085081
A multi-segment clocking scheme to reduce on-chip EMI.	Behzad Mesgarzadeh,Iman Esmaeil Zadeh,Atila Alvandpour	10.1109/SOCC.2011.6085110
Low voltage SRAMs and the scalability of the 9T Supply Feedback SRAM.	Janna Mezhibovsky,Adam Teman,Alexander Fish	10.1109/SOCC.2011.6085135
A 65nm standard cell set and flow dedicated to automated asynchronous circuits design.	Matheus T. Moreira,Bruno Cruz de Oliveira,Julian J. H. Pontes,Ney Calazans	10.1109/SOCC.2011.6085103
A low power wide tuning range VCO with coupled LC tanks.	Shouxian Mou,Kaixue Ma,Kiat Seng Yeo,Nagarajan Mahalingam,Bharatha Kumar Thangarasu	10.1109/SOCC.2011.6085075
Dynamic calibration of feedback DAC non-linearity for a 4th order CT sigma delta for digital hearing aids.	Syed R. Naqvi,Ilker Deligoz,Sayfe Kiaei,Bertan Bakkaloglu	10.1109/SOCC.2011.6085129
Configurable workload generators for multicore architectures.	Amayika Panda,Annie Avakian,Ranga Vemuri	10.1109/SOCC.2011.6085077
Design of complex circuits using the Via-Configurable transistor array regular layout fabric.	Marc Pons 0001,Francesc Moll,Antonio Rubio 0001,Jaume Abella 0001,Xavier Vera,Antonio González 0001	10.1109/SOCC.2011.6085126
