cHash: Detection of Redundant Compilations via AST Hashing.	Christian Dietrich 0001,Valentin Rothberg,Ludwig Füracker,Andreas Ziegler 0002,Daniel Lohmann	
Squeezing out All the Value of Loaded Data: An Out-of-core Graph Processing System with Reduced Disk I/O.	Zhiyuan Ai,Mingxing Zhang,Yongwei Wu,Xuehai Qian,Kang Chen,Weimin Zheng	
Optimizing the TLB Shootdown Algorithm with Page Access Tracking.	Nadav Amit	
TRIAD: Creating Synergies Between Memory, Disk and Log in Log Structured Key-Value Stores.	Oana Balmau,Diego Didona,Rachid Guerraoui,Willy Zwaenepoel,Huapeng Yuan,Aashray Arora,Karan Gupta,Pavan Konka	
SPIN: Seamless Operating System Integration of Peer-to-Peer DMA Between SSDs and GPUs.	Shai Bergman,Tanya Brokhman,Tzachi Cohen,Mark Silberstein	
Hyperbolic Caching: Flexible Caching for Web Applications.	Aaron Blankstein,Siddhartha Sen 0001,Michael J. Freedman	
Persona: A High-Performance Bioinformatics Framework.	Stuart Byma,Sam Whitlock,Laura Flueratoru,Ethan Tseng,Christos Kozyrakis,Edouard Bugnion,James R. Larus	
Giza: Erasure Coding Objects across Global Data Centers.	Yu Lin Chen,Shuai Mu 0001,Jinyang Li 0001,Cheng Huang 0002,Jin Li 0001,Aaron Ogus,Douglas Phillips	
Preemptive, Low Latency Datacenter Scheduling via Lightweight Virtualization.	Wei Chen 0038,Jia Rao,Xiaobo Zhou 0002	
Memshare: a Dynamic Multi-tenant Key-value Cache.	Asaf Cidon,Daniel Rushton,Stephen M. Rumble,Ryan Stutsman	
Optimizing the Design and Implementation of the Linux ARM Hypervisor.	Christoffer Dall,Shih-Wei Li,Jason Nieh	
Soft Updates Made Simple and Fast on Non-volatile Memory.	Mingkai Dong 0002,Haibo Chen 0001	
Multi-Hypervisor Virtual Machines: Enabling an Ecosystem of Hypervisor-level Services.	Kartik Gopalan,Rohith Kugve,Hardik Bagdi,Yaohui Hu,Dan Williams,Nilton Bila	
Unobtrusive Deferred Update Stabilization for Efficient Geo-Replication.	Chathuri Gunawardhana,Manuel Bravo,Luís E. T. Rodrigues	
Pricing Intra-Datacenter Networks with Over-Committed Bandwidth Guarantee.	Jian Guo,Fangming Liu,Tao Wang,John C. S. Lui	
SmartMD: A High Performance Deduplication Engine with Mixed Pages.	Fan Guo,Yongkun Li 0001,Yinlong Xu,Song Jiang 0001,John C. S. Lui	
Improving File System Performance of Mobile Storage Systems Using a Decoupled Defragmenter.	Sangwook Shane Hahn,Sungjin Lee 0001,Cheng Ji,Li-Pin Chang,Inhyuk Yee,Liang Shi,Chun Jason Xue,Jihong Kim 0001	
High-Resolution Side Channels for Untrusted Operating Systems.	Marcus Hähnel,Weidong Cui,Marcus Peinado	
GPU Taint Tracking.	Ari B. Hayes,Lingda Li,Mohammad Hedayati,Jia-Huan He,Eddy Z. Zhang,Kai Shen	
Ending the Anomaly: Achieving Low Latency and Airtime Fairness in WiFi.	Toke Høiland-Jørgensen,Michal Kazior,Dave Täht,Per Hurtig,Anna Brunström	
Log-Structured Non-Volatile Main Memory.	Qingda Hu,Jinglei Ren,Anirudh Badam,Jiwu Shu,Thomas Moscibroda	
