Identifying Use Case Elements from Textual Specification: A Preliminary Study.	Saurabh Tiwari 0001,Santosh Singh Rathore,Shreya Sagar,Yash Mirani	10.1109/RE48521.2020.00059
Towards Automatic Capturing of Traceability Links by Combining Eye Tracking and Interaction Data.	Maike Ahrens	10.1109/RE48521.2020.00064
Does our culture influence requirements engineering activities? Vietnamese practitioners&apos; view.	Tawfeeq Alsanoosy,Maria Spichkova,James Harland	10.1109/RE48521.2020.00054
On the Pragmatics of Requirements Engineering Practices in a Startup Ecosystem.	Carina Alves 0001,João Cunha,João Araújo 0001	10.1109/RE48521.2020.00041
Towards a Taxonomy for Eliciting Design-Operation Continuum Requirements of Cyber-Physical Systems.	Jon Ayerdi,Aitor Gartziandia,Aitor Arrieta,Wasif Afzal,Eduard Enoiu,Aitor Agirre,Goiuria Sagardui,Maite Arratibel,Ola Sellin	10.1109/RE48521.2020.00038
Inspectors Academy : Pedagogical Design for Requirements Inspection Training.	Muneera Bano,Didar Zowghi,Alessio Ferrari 0001,Paola Spoletini	10.1109/RE48521.2020.00032
How developers believe Invisibility impacts NFRs related to User Interaction.	Rainara Maia Carvalho,Rossana M. C. Andrade,Káthia M. de Oliveira	10.1109/RE48521.2020.00022
Theory as a Source of Software Requirements.	Ruzanna Chitchyan,Caroline Bird	10.1109/RE48521.2020.00033
Reducing Ambiguity in Requirements Elicitation via Gamification.	Hafsa Shareef Dar	10.1109/RE48521.2020.00065
Requirements engineering for moral considerations in algorithmic systems : RE&apos;20 Conference Keynote.	Francien Dechesne	10.1109/RE48521.2020.00010
Teaching Requirements Engineering for All: A Preliminary Report.	Alex Dekhtyar,Bruno da Silva 0002,Kason Slocum	10.1109/RE48521.2020.00050
Blockchain-oriented Requirements Engineering: A Framework.	Selina Demi	10.1109/RE48521.2020.00063
Requirements Dependency Extraction by Integrating Active Learning with Ontology-Based Retrieval.	Gouri Deshpande,Quim Motger,Cristina Palomares,Ikagarjot Kamra,Katarzyna Biesialska,Xavier Franch,Guenther Ruhe,Jason Ho	10.1109/RE48521.2020.00020
Requirements Management in Automotive: an Empirical Study on Process Improvement Areas.	Fabio Falcini,Giuseppe Lami	10.1109/RE48521.2020.00037
Towards Causality Extraction from Requirements.	Jannik Fischbach,Benedikt Hauptmann,Lukas Konwitschny,Dominik Spies,Andreas Vogelsang	10.1109/RE48521.2020.00053
The Way it Makes you Feel Predicting Users&apos; Engagement during Interviews with Biofeedback and Supervised Learning.	Daniela Girardi,Alessio Ferrari 0001,Nicole Novielli,Paola Spoletini,Davide Fucci,Thaide Huichapa	10.1109/RE48521.2020.00016
Automated Goal Model Extraction from User Stories Using NLP.	Tugçe Günes,Fatma Basak Aydemir	10.1109/RE48521.2020.00052
Cyber Digital Twin Simulator for Automatic Gathering and Prioritization of Security Controls&apos; Requirements.	Ethan Hadar,Dmitry Kravchenko,Alexander Basovskiy	10.1109/RE48521.2020.00035
NoRBERT: Transfer Learning for Requirements Classification.	Tobias Hey,Jan Keim,Anne Koziolek,Walter F. Tichy	10.1109/RE48521.2020.00028
Cutting through the Jungle: Disambiguating Model-based Traceability Terminology.	Jörg Holtmann,Jan-Philipp Steghöfer,Michael Rath 0002,David Schmelter	10.1109/RE48521.2020.00014
Evidence-driven Requirements Engineering for Uncertainty of Machine Learning-based Systems.	Fuyuki Ishikawa,Yutaka Matsuno	10.1109/RE48521.2020.00046
Security &amp; Safety by Model-based Requirements Engineering.	Sergej Japs	10.1109/RE48521.2020.00062
Towards socio-technical requirements engineering for regulatory compliance.	Oleksandr Kosenkov	10.1109/RE48521.2020.00067
RE @ runtime : the challenge of change RE&apos;20 Conference Keynote.	Jeff Kramer	10.1109/RE48521.2020.00012
Reaching the Unreachable : A Method for Early Stage Software Startups to Reach Inaccessible Stakeholders within Large Corporation.	Soo Ling Lim,Peter J. Bentley,Fuyuki Ishikawa	10.1109/RE48521.2020.00051
Towards Semantically Guided Traceability.	Yalin Liu,Jinfeng Lin,Qingkai Zeng 0001,Meng Jiang 0001,Jane Cleland-Huang	10.1109/RE48521.2020.00043
Ethics @ Scale: Governing Responsible Innovation in the Cloud RE&apos;20 Conference Keynote.	David Marcos	10.1109/RE48521.2020.00011
The Ten Lockheed Martin Cyber-Physical Challenges: Formalized, Analyzed, and Explained.	Anastasia Mavridou,Hamza Bourbouh,Dimitra Giannakopoulou,Thomas Pressburger,Mohammad Hejase,Pierre-Loïc Garoche,Johann Schumann	10.1109/RE48521.2020.00040
Requirements in the loop : A computer-aided analysis of consistency, completeness, and correctness of requirements.	Wolfgang Meincke	10.1109/RE48521.2020.00055
NERO: A Text-based Tool for Content Annotation and Detection of Smells in Feature Requests.	Fangwen Mu,Lin Shi 0006,Wei Zhou,Yuanzhong Zhang,Huixia Zhao	10.1109/RE48521.2020.00056
Requirements-Driven Method to Determine Quality Characteristics and Measurements for Machine Learning Software and Its Evaluation.	Koji Nakamichi,Kyoko Ohashi,Isao Namba,Rieko Yamamoto,Mikio Aoyama,Lisa Jöckel,Julien Siebert,Jens Heidrich	10.1109/RE48521.2020.00036
Same Same but Different: Finding Similar User Feedback Across Multiple Platforms and Languages.	Emanuel Oehri,Emitza Guzman	10.1109/RE48521.2020.00017
Requirements-Collector: Automating Requirements Specification from Elicitation Sessions and User Feedback.	Sebastiano Panichella,Marcela Ruiz	10.1109/RE48521.2020.00057
An Analysis of Requirements-Related Problems that Occurred in an organization Using a Mature Requirements Engineering Process.	Michael C. Panis	10.1109/RE48521.2020.00039
Towards the Specification and Verification of Legal Contracts.	Alireza Parvizimosaed	10.1109/RE48521.2020.00066
Continual Human Value Analysis in Software Development: A Goal Model Based Approach.	Harsha Perera,Gunter Mussbacher,Waqar Hussain,Rifat Ara Shams,Arif Nurwidyantoro,Jon Whittle 0001	10.1109/RE48521.2020.00030
ShapeRE: Towards a Multi-Dimensional Representation for Requirements of Sustainable Software.	Yen Dieu Pham,Abir Bouraffa,Walid Maalej	10.1109/RE48521.2020.00048
Quality Requirements Elicitation by Ideation of Product Quality Risks with Design Thinking.	Alexander Poth,Andreas Riel	10.1109/RE48521.2020.00034
