OC3MON: Flexible, Affordable, High Performance Staistics Collection.	Joel Apisdorf,Kimberly C. Claffy,Kevin Thompson 0002,Rick Wilder	
A Simple Caching File System for Application Serving.	John D. Bell	
Visualizing Huge Tracefiles with Xscal.	Alva L. Couch	
SLINK: Simple, Effective Filesystem Maintenance Abstractions for Community-Based Administration.	Alva L. Couch	
Managing and Distributing Application Software.	Philippe Defert,Eusebio Fernandez Dominguez,M. Goossens,O. Le Moigne,Alain Peyrat,Ignacio Reguero	
Institute White Pages as a System Administration Problem.	Jon Finke	
Automating the Administration of Heterogeneous LANs.	Michael E. Fisk	
An LPD for the 90s.	Mark Fletcher	
Abstract Yourself With Modules.	John L. Furlani,Peter W. Osel	
How to Get There From Here: Scaling the Enterprise-Wide Mail Infrastructure.	Michael Fleming Grubb	
The Design and Implementation of a Network Account Management System.	J. Archer Harris,Gregory Gingerich	
Priv: Secure and Flexible Privileged Access Dissemination.	Brian C. Hill	
MajorCool: A Web Interface to Majordomo.	Bill Houle	
Using Visualization in System and Network Administration.	Douglas Hughes	
Renumbering: Threat or Menace.	Eliot Lear,Jennifer Katinsky,Jeff Coffin,Diane Tharp	
How to Avoid Learning Expect -or- Automating Automating Interactive Programs.	Don Libes	
Centralized Administration of Distributed Firewalls.	Mark Miller,Joe Morris	
The Igor System Administration Tool.	Clinton Pierce	
Many Mail Domains, One Machine: The Forwarding Mailer.	Hal Pomeranz	
The PGP Moose - Implementation and Experience.	Gregory G. Rose	
RUST: Managing Problem Reports and To-Do Lists.	Craig Ruefenacht	
Automatic and Reliable Elimination of E-mail Loops Based on Statistical Analysis.	Eduardo Solana,Vito Baggiolini,Mira Ramluckun,Jürgen Harms	
Shuse: Multi-Host Account Administration.	Henry Spencer	
The Brave Little Toaster Meets Usenet.	Karl L. Swartz	
UNIX Host Administration in a Hererogeneous Distributed Computing Environment.	Gregory S. Thomas,James O. Schroeder,Merrilee E. Orcutt,Desiree C. Johnson,Jeffrey T. Simmelink,John P. Moore	
A New Twist on Teaching System Administration.	Raven Tompkins	
PC Administration Tools: Using Linux to Manage Personal Computers.	Jim Trocki	
New Fangled Phone Systems Pose New Challenges for System Administrators.		
IP Multiplexing by Transparent Port-Address Translator.	Heon Young Yeom,Jungsoo Ha,Ilhwan Kim	
Proceedings of the 10th Conference on Systems Administration (LISA 1996), Chicago, IL, USA, September 29 - October 4, 1996		
