Functional post-silicon diagnosis and debug for networks-on-chip.	Rawan Abdel-Khalek,Valeria Bertacco	10.1145/2429384.2429506
Multiple tunable constant multiplications: Algorithms and applications.	Levent Aksoy,Eduardo Costa 0001,Paulo F. Flores,José Monteiro 0001	10.1145/2429384.2429482
Placement: Hot or Not?	Charles J. Alpert,Zhuo Li 0001,Gi-Joon Nam,Chin Ngai Sze,Natarajan Viswanathan,Samuel I. Ward	10.1145/2429384.2429442
Fast and scalable hybrid functional verification and debug with dynamically reconfigurable co-simulation.	Somnath Banerjee 0003,Tushar Gupta	10.1145/2429384.2429406
Toward codesign in high performance computing systems.	Richard F. Barrett,Xiaobo Sharon Hu,Sudip S. Dosanjh,Steven G. Parker,Michael A. Heroux,John Shalf	10.1145/2429384.2429476
Probabilistic design methodology to improve run-time stability and performance of STT-RAM caches.	Xiuyuan Bi,Zhenyu Sun 0001,Hai Li 0001,Wenqing Wu	10.1145/2429384.2429401
Confronting and exploiting operating environment uncertainty in predictive analysis of signal integrity.	Andreas C. Cangellaris	10.1145/2429384.2429486
Tunable sensors for process-aware voltage scaling.	Tuck-Boon Chan,Andrew B. Kahng	10.1145/2429384.2429387
Validation signature testing: A methodology for post-silicon validation of analog/mixed-signal circuits.	Abhijit Chatterjee,Sabyasachi Deyati,Barry John Muldrey,Shyam Kumar Devarakond,Aritra Banerjee	10.1145/2429384.2429504
Mobile devices user - The subscriber and also the publisher of real-time OLED display power management plan.	Yiran Chen 0001,Xiang Chen 0010,Mengying Zhao,Chun Jason Xue	10.1145/2429384.2429534
Active compensation technique for the thin-film transistor variations and OLED aging of mobile device displays.	Xiang Chen 0010,Beiye Liu,Yiran Chen 0001,Mengying Zhao,Chun Jason Xue,Xiaojun Guo	10.1145/2429384.2429493
Learning from biological neurons to compute with electronic noise special.	Hsin Chen,Chih-Cheng Lu,Yi-Da Wu,Tang-Jung Chiu	10.1145/2429384.2429416
Efficient multiple-bit retention register assignment for power gated design: Concept and algorithms.	Yu-Guang Chen,Yiyu Shi 0001,Kuan-Yu Lai,Hui Geng,Shih-Chieh Chang	10.1145/2429384.2429448
Novel test detection to improve simulation efficiency - A commercial experiment.	Wen Chen 0016,Nik Sumikawa,Li-C. Wang,Jayanta Bhadra,Xiushan Feng,Magdy S. Abadir	10.1145/2429384.2429404
A fast time-domain EM-TCAD coupled simulation framework via matrix exponential.	Quan Chen,Wim Schoenmaker,Shih-Hung Weng,Chung-Kuan Cheng,Guan-Hua Chen,Lijun Jiang,Ngai Wong	10.1145/2429384.2429472
Distributed memory interface synthesis for Network-on-Chips with 3D-stacked DRAMs.	Yi-Jung Chen,Chia-Lin Yang,Jian-Jia Chen	10.1145/2429384.2429479
Multi-scale, multi-physics analysis for device, chip, package, and board level.	Weng Cho Chew	10.1145/2429384.2429487
Power grid effects and their impact on-die.	Eli Chiprout	10.1145/2429384.2429529
Fast Transform-based preconditioners for large-scale power grid analysis on massively parallel architectures.	Konstantis Daloukas,Nestoras E. Evmorfopoulos,George Drasidis,Michalis K. Tsiampas,Panagiota E. Tsompanopoulou,George I. Stamoulis	10.1145/2429384.2429466
Bridging pre- and post-silicon debugging with BiPeD.	Andrew DeOrio,Jialin Li,Valeria Bertacco	10.1145/2429384.2429403
