A ultra-low-energy convolution engine for fast brain-inspired vision in multicore clusters.	Francesco Conti 0001,Luca Benini	
A robust approach for process variation aware mask optimization.	Jian Kuang 0001,Wing-Kai Chow,Evangeline F. Y. Young	
Workload uncertainty characterization and adaptive frequency scaling for energy minimization of embedded systems.	Anup Das 0001,Akash Kumar 0001,Bharadwaj Veeravalli,Rishad Ahmed Shafik,Geoff V. Merrett,Bashir M. Al-Hashimi	
A hybrid Quasi Monte Carlo method for yield aware analog circuit sizing tool.	Engin Afacan,Gönenç Berkol,Ali Emre Pusane,Günhan Dündar,I. Faik Baskaya	
Fast eye diagram analysis for high-speed CMOS circuits.	Seyed Nematollah Ahmadyan,Chenjie Gu,Suriyaprakash Natarajan,Eli Chiprout,Shobha Vasudevan	
Optimization of quantum computer architecture using a resource-performance simulator.	Muhammad Ahsan,Jungsang Kim	
An all-digital spike-based ultra-low-power IR-UWB dynamic average threshold crossing scheme for muscle force wireless transmission.	Masoud Shahshahani Amirhossein,Paolo Motto Ros,Alberto Bonanno,Marco Crepaldi,Maurizio Martina,Danilo Demarchi,Guido Masera	
Pre-simulation symbolic analysis of synchronization issues between discrete event and timed data flow models of computation.	Liliana Andrade,Torsten Maehne,Alain Vachoux,Cédric Ben Aoun,François Pêcheux,Marie-Minerve Louërat	
On the statistical memory architecture exploration and optimization.	Charalampos Antoniadis,Georgios Karakonstantis,Nestor E. Evmorfopoulos,Andreas Peter Burg,George I. Stamoulis	
Novel inexact memory aware algorithm co-design for energy efficient computation: algorithmic principles.	Guru Prakash Arumugam,Prashanth Srikanthan,John Augustine,Krishna V. Palem,Eli Upfal,Ayush Bhargava,Parishkrati,Sreelatha Yenugula	
ECRIPSE: an efficient method for calculating RTN-induced failure probability of an SRAM cell.	Hiromitsu Awano,Masayuki Hiromoto,Takashi Sato	
High performance AXI-4.0 based interconnect for extensible smart memory cubes.	Erfan Azarkhish,Davide Rossi,Igor Loi,Luca Benini	
Optimized selection of reliable and cost-effective cyber-physical system architectures.	Nikunj Bajaj,Pierluigi Nuzzo 0002,Michael Masin,Alberto L. Sangiovanni-Vincentelli	
Synergistic use of multiple on-chip networks for ultra-low latency and scalable distributed routing reconfiguration.	Marco Balboni,José Flich,Davide Bertozzi	
