Semantic Coupling Between Classes: Corpora or Identifiers?	Nemitari Ajienka,Andrea Capiluppi	10.1145/2961111.2962622
Clustering Mobile Apps Based on Mined Textual Features.	Afnan A. Al-Subaihin,Federica Sarro,Sue Black 0001,Licia Capra,Mark Harman,Yue Jia 0001,Yuanyuan Zhang 0003	10.1145/2961111.2962600
Release Readiness Classification: An Explorative Case Study.	S. M. Didar Al Alam,Dietmar Pfahl,Guenther Ruhe	10.1145/2961111.2962629
Is effectiveness sufficient to choose an intervention?: Considering resource use in empirical software engineering.	Nauman Bin Ali	10.1145/2961111.2962631
Social Diversity and Growth Levels of Open Source Software Projects on GitHub.	Joop Aué,Michiel Haisma,Kristín Fjóla Tómasdóttir,Alberto Bacchelli	10.1145/2961111.2962633
Worse Than Spam: Issues In Sampling Software Developers.	Sebastian Baltes,Stephan Diehl 0001	10.1145/2961111.2962628
Experiences from Measuring Learning and Performance in Large-Scale Distributed Software Development.	Ricardo Britto 0001,Darja Smite,Lars-Ola Damm	10.1145/2961111.2962636
Moving to Stack Overflow: Best-Answer Prediction in Legacy Developer Forums.	Fabio Calefato,Filippo Lanubile,Nicole Novielli	10.1145/2961111.2962585
Evidence Briefings: Towards a Medium to Transfer Knowledge from Systematic Reviews to Practitioners.	Bruno Cartaxo,Gustavo Pinto 0001,Elton Vieira,Sérgio Soares	10.1145/2961111.2962603
How Practitioners Perceive the Relevance of ESEM Research.	Jeffrey C. Carver,Oscar Dieste,Nicholas A. Kraft,David Lo 0001,Thomas Zimmermann 0001	10.1145/2961111.2962597
Static Analysis and Penetration Testing from the Perspective of Maintenance Teams.	Mariano Ceccato,Riccardo Scandariato	10.1145/2961111.2962611
Mining Technology Landscape from Stack Overflow.	Chunyang Chen,Zhenchang Xing	10.1145/2961111.2962588
Towards a Substantive Theory of Decision-Making in Software Project Management: Preliminary Findings from a Qualitative Study.	José Adson O. G. da Cunha,Fabio Q. B. da Silva,Hermano P. de Moura,Francisco J. S. Vasconcellos	10.1145/2961111.2962604
Evaluating Bug-Fixing in Software Product Lines: an Industrial Case Study.	Jorge Echeverría,Francisca Pérez 0001,Andrés Abellanas,José Ignacio Panach,Carlos Cetina,Oscar Pastor 0001	10.1145/2961111.2962635
Using Forward Snowballing to update Systematic Reviews in Software Engineering.	Katia Romero Felizardo,Emilia Mendes,Marcos Kalinowski,Érica Ferreira de Souza,Nandamudi L. Vijaykumar	10.1145/2961111.2962630
The Obscure Process of Innovation Assessment: A Report of an Industrial Survey.	A. César C. França,Eduardo Peixoto,Bruno Falcão,Cleviton V. F. Monteiro	10.1145/2961111.2962634
An External Replication on the Effects of Test-driven Development Using a Multi-site Blind Analysis Approach.	Davide Fucci,Giuseppe Scanniello,Simone Romano 0001,Martin J. Shepperd,Boyce Sigweni,Fernando Uyaguari Uyaguari,Burak Turhan,Natalia Juristo,Markku Oivo	10.1145/2961111.2962592
