Addressing Email Loss with SureMail: Measurement, Design, and Evaluation.	Sharad Agarwal,Venkata N. Padmanabhan,Dilip Antony Joseph	
Human Computation.	Luis von Ahn	
VMware Virtual Infrastructure Tools and Techniques.	John Arrasjid,Shridhar Deuskar,Irfan Ahmad 0005	
Load Shedding in Network Monitoring Applications.	Pere Barlet-Ros,Gianluca Iannaccone,Josep Sanjuàs-Cuxart,Diego Amores-López,Josep Solé-Pareta	
Warehouse-scale Computers.	Luiz André Barroso	
Cool Job Allocation: Measuring the Power Savings of Placing Jobs at Cooling-Efficient Locations in the Data Center.	Cullen E. Bash,George Forman	
Reboots Are for Hardware: Challenges and Solutions to Updating an Operating System on the Fly.	Andrew Baumann,Jonathan Appavoo,Robert W. Wisniewski,Dilma Da Silva,Orran Krieger,Gernot Heiser	
UNIX/Linux and Active Directory Interoperability.	Gerald Carter	
Advanced Perl.	Tom Christiansen	
Exploring Recovery from Operating System Lockups.	Francis M. David,Jeffrey C. Carlyle,Roy H. Campbell	
MapReduce and Other Building Blocks for Large-Scale Distributed Systems at Google.	Jeffrey Dean	
Hyperion: High Volume Stream Archival for Retrospective Querying.	Peter Desnoyers,Prashant J. Shenoy	
DiskSeen: Exploiting Disk Layout and Access History to Enhance I/O Prefetch.	Xiaoning Ding,Song Jiang 0001,Feng Chen 0005,Kei Davis,Xiaodong Zhang 0001	
Wireless Networks.	Rudi van Drunen	
Live Malware Attack!	Paul Ducklin	
Dynamic Spyware Analysis.	Manuel Egele,Christopher Kruegel,Engin Kirda,Heng Yin 0001,Dawn Xiaodong Song	
Configuration Management at Massive Scale: System Design and Experience.	William Enck,Patrick D. McDaniel,Subhabrata Sen,Panagiotis Sebos,Sylke Spoerel,Albert G. Greenberg,Sanjay G. Rao,William Aiello	
Security Is Broken.	Rik Farrow	
LiveJournal&apos;s Backend Technologies.	Brad Fitzpatrick	
Implementation and Performance Evaluation of Fuzzy File Block Matching.	Bo Han,Peter J. Keleher	
From Trusted to Secure: Building and Executing Applications That Enforce System Security.	Boniface Hicks,Sandra Julieta Rueda,Trent Jaeger,Patrick D. McDaniel	
Crossing the Digital Divide: The Latest Efforts from One Laptop per Child.	Mary Lou Jepsen	
Programming Languages.	Stephen C. Johnson	
Perfect Data in an Imperfect World.	Daniel V. Klein	
SafeStore: A Durable and Practical Storage System.	Ramakrishna Kotla,Lorenzo Alvisi,Michael Dahlin	
Events Can Make Sense.	Maxwell N. Krohn,Eddie Kohler,M. Frans Kaashoek	
Second Life.	Rob Lanphier,Mark Lentczner	
A Memory Soft Error Measurement on Production Systems.	Xin Li,Kai Shen,Michael C. Huang 0001,Lingkun Chu	
From STEM to SEAD: Speculative Execution for Automated Defense.	Michael E. Locasto,Angelos Stavrou,Gabriela F. Cretu,Angelos D. Keromytis	
Virtual Machine Memory Access Tracing with Hypervisor Exclusive Cache.	Pin Lu,Kai Shen	
Exploiting Online Games.	Gary McGraw	
Building and Running an Open-Source Community: The FreeBSD Project.	Marshall K. McKusick	
MapJAX: Data Structure Abstractions for Asynchronous Web Applications.	Daniel S. Myers,Jennifer N. Carlisle,James A. Cowling,Barbara Liskov	
Xenprobus, a Lightweight User-Space Probing Framework for Xen Virtual Machine.	Anh-Quynh Nguyen,Kuniyasu Suzaki	
Transparent Checkpoint-Restart of Multiple Processes on Commodity Operating Systems.	Oren Laadan,Jason Nieh	
Supporting Practical Content-Addressable Caching with CZIP Compression.	KyoungSoo Park,Sunghwan Ihm,Mic Bowman,Vivek S. Pai	
Sprockets: Safe Extensions for Distributed File Systems.	Daniel Peek,Edmund B. Nightingale,Brett D. Higgins,Puspesh Kumar,Jason Flinn	
Evaluating Block-level Optimization Through the IO Path.	Alma Riska,James Larkby-Lahet,Erik Riedel	
Datacenters.	Cary Roberts	
The Impact of Virtualization on Computing Systems.	Mendel Rosenblum	
Python Programming Language.	Guido van Rossum	
Using Provenance to Aid in Personal File Search.	Sam Shah,Craig A. N. Soules,Gregory R. Ganger,Brian D. Noble	
Dandelion: Cooperative Content Distribution with Robust Incentives.	Michael Sirivianos,Jong Han Park,Xiaowei Yang 0001,Stanislaw Jarecki	
Energy Management for Hypervisor-Based Virtual Machines.	Jan Stoess,Christian Lang,Frank Bellosa	
POTSHARDS: Secure Long-Term Storage Without Encryption.	Mark W. Storer,Kevin M. Greenan,Ethan L. Miller,Kaladhar Voruganti	
Supporting Multiple OSes with OS Switching.	Jun Sun 0002,Dong Zhou,Steve Longerbeam	
Passwords for Everyone: Secure Mnemonic-based Accessible Authentication.	Umut Topkara,Mercan Topkara,Mikhail J. Atallah	
Specializing General-Purpose Computing: A New Approach to Designing Clusters for High-Performance Technical Computing.	G. Winfield Treese	
Wresting Control from BGP: Scalable Fine-Grained Route Control.	Patrick Verkaik,Dan Pei,Tom Scholl,Aman Shaikh,Alex C. Snoeren,Jacobus E. van der Merwe	
A Comparison of Structured and Unstructured P2P Approaches to Heterogeneous Random Peer Selection.	Vivek Vishnumurthy,Paul Francis	
Life Is Not a State-Machine: The Long Road from Research to Production.	Werner Vogels	
Virtually Shared Displays and User Input Devices.	Grant Wallace,Kai Li 0001	
Proceedings of the 2007 USENIX Annual Technical Conference, Santa Clara, CA, USA, June 17-22, 2007	Jeff Chase,Srinivasan Seshan	
