Welder: Scheduling Deep Learning Memory Access via Tile-graph.	Yining Shi 0001,Zhi Yang 0001,Jilong Xue,Lingxiao Ma,Yuqing Xia,Ziming Miao,Yuxiao Guo,Fan Yang 0024,Lidong Zhou	
Userspace Bypass: Accelerating Syscall-intensive Applications.	Zhe Zhou 0001,Yanxiang Bi,Junpeng Wan,Yangfan Zhou,Zhou Li 0001	
Replicating Persistent Memory Key-Value Stores with Efficient RDMA Abstraction.	Qing Wang 0031,Youyou Lu,Jing Wang,Jiwu Shu	
An Extensible Orchestration and Protection Framework for Confidential Cloud Computing.	Adil Ahmad,Alex Schultz,Byoungyoung Lee,Pedro Fonseca 0001	
K9db: Privacy-Compliant Storage For Web Applications By Construction.	Kinan Dak Albab,Ishan Sharma,Justus Adam,Benjamin Kilimnik,Aaron R. Jeyaraj,Raj Paul,Artem Agvanian,Leonhard F. Spiegelberg,Malte Schwarzkopf	
Nimble: Rollback Protection for Confidential Cloud Services.	Sebastian Angel,Aditya Basu,Weidong Cui,Trent Jaeger,Stella Lau,Srinath T. V. Setty,Sudheesh Singanamalla	
Triangulating Python Performance Issues with SCALENE.	Emery D. Berger,Sam Stern,Juan Altmayer Pizzorno	
Cilantro: Performance-Aware Resource Allocation for General Objectives via Online Feedback.	Romil Bhardwaj,Kirthevasan Kandasamy,Asim Biswal,Wenshuo Guo,Benjamin Hindman,Joseph Gonzalez 0001,Michael I. Jordan,Ion Stoica	
Verifying vMVCC, a high-performance transaction library using multi-version concurrency control.	Yun-Sheng Chang,Ralf Jung 0002,Upamanyu Sharma,Joseph Tassarotti,M. Frans Kaashoek,Nickolai Zeldovich	
Security and Performance in the Delegated User-level Virtualization.	Jiahao Chen,Dingji Li,Zeyu Mi,Yuxuan Liu,Binyu Zang,Haibing Guan,Haibo Chen 0001	
Take Out the TraChe: Maximizing (Tra)nsactional Ca(che) Hit Rate.	Audrey Cheng,David Chu,Terrance Li,Jason Chan,Natacha Crooks,Joseph M. Hellerstein,Ion Stoica,Xiangyao Yu	
Optimizing Dynamic Neural Networks with Brainstorm.	Weihao Cui,Zhenhua Han,Lingji Ouyang,Yichuan Wang,Ningxin Zheng,Lingxiao Ma,Yuqing Yang 0001,Fan Yang 0024,Jilong Xue,Lili Qiu,Lidong Zhou,Quan Chen 0002,Haisheng Tan,Minyi Guo	
Accountable authentication with privacy protection: The Larch system for universal login.	Emma Dauterman,Danny Lin,Henry Corrigan-Gibbs,David Mazières	
Automated Verification of Idempotence for Stateful Serverless Applications.	Haoran Ding,Zhaoguo Wang,Zhuohao Shen,Rong Chen 0001,Haibo Chen 0001	
Chardonnay: Fast and General Datacenter Transactions for On-Disk Databases.	Tamer Eldeeb,Xincheng Xie,Philip A. Bernstein,Asaf Cidon,Junfeng Yang	
Global Capacity Management With Flux.	Marius Eriksen,Kaushik Veeraraghavan,Yusuf Abdulghani,Andrew Birchall,Po-Yen Chou,Richard Cornew,Adela Kabiljo,Ranjith Kumar S.,Maroo Lieuw,Justin Meza,Scott Michelson,Thomas Rohloff,Hayley Russell,Jeff Qin,Chunqiang Tang	
TAILCHECK: A Lightweight Heap Overflow Detection Mechanism with Page Protection and Tagged Pointers.	Amogha Udupa Shankaranarayana Gopal,Raveendra Soori,Michael Ferdman,Dongyoon Lee	
Conveyor: One-Tool-Fits-All Continuous Software Deployment at Meta.	Boris Grubic,Yang Wang,Tyler Petrochko,Ran Yaniv,Brad Jones,David Callies,Matt Clarke-Lauer,Dan Kelley,Soteris Demetriou,Kenny Yu,Chunqiang Tang	
Ship your Critical Section, Not Your Data: Enabling Transparent Delegation with TCLOCKS.	Vishal Gupta,Kumar Kartikeya Dwivedi,Yugesh Kothari,Yueyang Pan,Diyu Zhou,Sanidhya Kashyap	
Sharding the State Machine: Automated Modular Reasoning for Complex Concurrent Systems.	Travis Hance,Yi Zhou,Andrea Lattuada,Reto Achermann,Alex Conway,Ryan Stutsman,Gerd Zellweger,Chris Hawblitzel,Jon Howell,Bryan Parno	
Hydro: Surrogate-Based Hyperparameter Tuning Service in Datacenters.	Qinghao Hu,Zhisheng Ye 0002,Meng Zhang,Qiaoling Chen,Peng Sun 0006,Yonggang Wen 0001,Tianwei Zhang 0004	
Detecting Transactional Bugs in Database Engines via Graph-Based Oracle Construction.	Zu-Ming Jiang,Si Liu,Manuel Rigger,Zhendong Su 0001	
AdaEmbed: Adaptive Embedding for Large-Scale Recommendation Models.	Fan Lai,Wei Zhang,Rui Liu,William Tsai,Xiaohan Wei,Yuxi Hu,Sabin Devkota,Jianyu Huang,Jongsoo Park,Xing Liu,Zeliang Chen,Ellie Wen,Paul Rivera,Jie You,Chun-cheng Jason Chen,Mosharaf Chowdhury	
Johnny Cache: the End of DRAM Cache Conflicts (in Tiered Main Memory Systems).	Baptiste Lepers,Willy Zwaenepoel	
LVMT: An Efficient Authenticated Storage for Blockchain.	Chenxing Li,Sidi Mohamed Beillahi,Guang Yang 0020,Ming Wu 0007,Wei Xu,Fan Long	
Flor: An Open High Performance RDMA Framework Over Heterogeneous RNICs.	Qiang Li,Yixiao Gao,Xiaoliang Wang 0001,Haonan Qiu,Yanfang Le,Derui Liu,Qiao Xiang,Fei Feng,Peng Zhang,Bo Li,Jianbo Dong,Lingbo Tang,Hongqiang Harry Liu,Shaozong Liu,Weijie Li,Rui Miao,Yaohui Wu,Zhiwu Wu,Chao Han,Lei Yan,Zheng Cao,Zhongjie Wu,Chen Tian 0001,Guihai Chen,Dennis Cai,Jinbo Wu,Jiaji Zhu,Jiesheng Wu,Jiwu Shu	
Spoq: Scaling Machine-Checkable Systems Verification in Coq.	Xupeng Li,Xuheng Li,Wei Qiang,Ronghui Gu,Jason Nieh	
Encrypted Databases Made Secure Yet Maintainable.	Mingyu Li,Xuyang Zhao,Le Chen,Cheng Tan 0005,Huorong Li,Sheng Wang 0011,Zeyu Mi,Yubin Xia,Feifei Li 0001,Haibo Chen 0001	
