RECORD: Reducing register traffic for checkpointing in embedded processors.	Tuo Li 0001,Jude Angelo Ambrose,Sri Parameswaran	
The slowdown or race-to-idle question: Workload-aware energy optimization of SMT multicore platforms under process variation.	Anup Das 0001,Geoff V. Merrett,Bashir M. Al-Hashimi	
Enabling the heterogeneous accelerator model on ultra-low power microcontroller platforms.	Francesco Conti 0001,Daniele Palossi,Andrea Marongiu,Davide Rossi,Luca Benini	
TOTAL: TRNG on-the-fly testing for attack detection using Lightweight hardware.	Bohan Yang 0001,Vladimir Rozic,Nele Mentens,Wim Dehaene,Ingrid Verbauwhede	
Captopril: Reducing the pressure of bit flips on hot locations in non-volatile main memories.	Majid Jalili 0001,Hamid Sarbazi-Azad	
Optimization for Multiple Patterning Lithography with cutting process and beyond.	Jian Kuang 0001,Evangeline F. Y. Young	
Correct runtime operation for NoCs through adaptive-region protection.	Rawan Abdel-Khalek,Valeria Bertacco	
Improving performance by monitoring while maintaining worst-case guarantees.	Syed Md Jakaria Abdullah,Kai Lampka,Wang Yi 0001	
Root-cause analysis for memory-locked errors.	John Adler,Djordje Maksimovic,Andreas G. Veneris	
Guarantees for runnable entities with heterogeneous real-time requirements.	Leonie Ahrendts,Zain Alabedin Haj Hammadeh,Rolf Ernst	
Requirements-centric closed-loop validation of implantable cardiac devices.	Weiwei Ai,Nitish D. Patel,Partha S. Roop	
Resistive Bloom filters: From approximate membership to approximate computing with bounded errors.	Vahideh Akhlaghi,Abbas Rahimi,Rajesh K. Gupta 0001	
A four-mode model for efficient fault-tolerant mixed-criticality systems.	Zaid Al-bayati,Jonah Caplan,Brett H. Meyer,Haibo Zeng 0001	
Modular code generation for emulating the electrical conduction system of the human heart.	Nathan Allen,Sidharta Andalam,Partha S. Roop,Avinash Malik,Mark Trew,Nitish D. Patel	
Inexact designs for approximate low power addition by cell replacement.	Haider A. F. Almurib,T. Nandha Kumar,Fabrizio Lombardi	
Large vector extensions inside the HMC.	Marco A. Z. Alves,Matthias Diener,Paulo C. Santos 0001,Luigi Carro	
