Multi-objective Construction of an Entire Adequate Test Suite for an EFSM.	Nesa Asoudeh,Yvan Labiche	10.1109/ISSRE.2014.14
Reproducibility of Environment-Dependent Software Failures: An Experience Report.	Davide G. Cavezza,Roberto Pietrantuono,Javier Alonso,Stefano Russo 0001,Kishor S. Trivedi	10.1109/ISSRE.2014.19
Failure Analysis of Jobs in Compute Clouds: A Google Cluster Case Study.	Xin Chen,Charng-Da Lu,Karthik Pattabiraman	10.1109/ISSRE.2014.34
Assessing Direct Monitoring Techniques to Analyze Failures of Critical Industrial Systems.	Marcello Cinque,Domenico Cotroneo,Raffaele Della Corte,Antonio Pecchia	10.1109/ISSRE.2014.30
Uncovering Errors in ATL Model Transformations Using Static Analysis and Constraint Solving.	Jesús Sánchez Cuadrado,Esther Guerra,Juan de Lara	10.1109/ISSRE.2014.10
A Survey on Unit Testing Practices and Problems.	Ermira Daka,Gordon Fraser 0001	10.1109/ISSRE.2014.11
Runtime Verification of Web Services for Interconnected Medical Devices.	Normann Decker,Franziska Kühn,Daniel Thoma	10.1109/ISSRE.2014.16
Deadlock and Temporal Properties Analysis in Mixed Reality Applications.	Raymond R. Devillers,Jean-Yves Didier,Hanna Klaudel,Johan Arcile	10.1109/ISSRE.2014.33
Mutations: How Close are they to Real Faults?	Rahul Gopinath,Carlos Jensen,Alex Groce	10.1109/ISSRE.2014.40
Using Pre-Release Test Failures to Build Early Post-Release Defect Prediction Models.	Kim Herzig	10.1109/ISSRE.2014.21
Why Does my Spreadsheet Compute Wrong Values?	Birgit Hofer,Franz Wotawa	10.1109/ISSRE.2014.23
More Debugging in Parallel.	Wolfgang Hogerle,Friedrich Steimann,Marcus Frenkel	10.1109/ISSRE.2014.29
Effective Bug Triage Based on Historical Bug-Fix Information.	Hao Hu,Hongyu Zhang 0002,Jifeng Xuan,Weigang Sun	10.1109/ISSRE.2014.17
Access Control Policy Evolution: An Empirical Study.	JeeHyun Hwang,Da Young Lee,Laurie A. Williams,Mladen A. Vouk	10.1109/ISSRE.2014.36
An Orchestrated Survey of Available Algorithms and Tools for Combinatorial Testing.	Sunint Kaur Khalsa,Yvan Labiche	10.1109/ISSRE.2014.15
Predicting Effectiveness of IR-Based Bug Localization Techniques.	Tien-Duy B. Le,Ferdian Thung,David Lo 0001	10.1109/ISSRE.2014.39
Defect Prediction between Software Versions with Active Learning and Dimensionality Reduction.	Huihua Lu,Ekrem Kocaguneli,Bojan Cukic	10.1109/ISSRE.2014.35
Zen-CC: An Automated and Incremental Conformance Checking Solution to Support Interactive Product Configuration.	Hong Lu 0005,Tao Yue 0002,Shaukat Ali 0001,Kunming Nie,Li Zhang 0029	10.1109/ISSRE.2014.13
Experience Report: A Safety Engineering Tool Supporting Error Model Creation and Visualization.	Roland Mader,Rene Obendrauf,Philipp Prinz,Gerhard Griessnig	10.1109/ISSRE.2014.37
Analysis and Diagnosis of SLA Violations in a Production SaaS Cloud.	Catello Di Martino,Daniel Chen 0001,Geetika Goel,Rajeshwari Ganesan,Zbigniew T. Kalbarczyk,Ravishankar K. Iyer	10.1109/ISSRE.2014.26
Security Benchmarks for Web Serving Systems.	Naaliel Mendes,Henrique Madeira,João Durães	10.1109/ISSRE.2014.38
Experience Report: An Analysis of Hypercall Handler Vulnerabilities.	Aleksandar Milenkoski,Bryan D. Payne,Nuno Antunes,Marco Vieira,Samuel Kounev	10.1109/ISSRE.2014.24
On the Long-Term Predictive Capability of Data-Driven Software Reliability Model: An Empirical Evaluation.	Jinhee Park,Nakwon Lee,Jongmoon Baik	10.1109/ISSRE.2014.28
Experience Report: Verifying Data Interaction Coverage to Improve Testing of Data-Intensive Systems: The Norwegian Customs and Excise Case Study.	Sagar Sen,Carlo Ieva,Arnab Sarkar,Atle Sander,Astrid Grime	10.1109/ISSRE.2014.22
Experience Report: Orthogonal Classification of Safety Critical Issues.	Nuno Silva,Marco Vieira	10.1109/ISSRE.2014.25
Predicting Vulnerable Components: Software Metrics vs Text Mining.	James Walden,Jeff Stuckman,Riccardo Scandariato	10.1109/ISSRE.2014.32
WPBOUND: Enforcing Spatial Memory Safety Efficiently at Runtime with Weakest Preconditions.	Ding Ye,Yu Su 0012,Yulei Sui,Jingling Xue	10.1109/ISSRE.2014.20
Norming to Performing: Failure Analysis and Deployment Automation of Big Data Software Developed by Highly Iterative Models.	Keun Soo Yim	10.1109/ISSRE.2014.31
Program Logic Based Software Plagiarism Detection.	Fangfang Zhang 0005,Dinghao Wu,Peng Liu 0005,Sencun Zhu	10.1109/ISSRE.2014.18
An Empirical Study on the Scalability of Selective Mutation Testing.	Jie Zhang 0050,Muyao Zhu,Dan Hao 0001,Lu Zhang 0023	10.1109/ISSRE.2014.27
A Systematic Approach for Software Interference Analysis.	Bastian Zimmer,Christoph Dropmann,Jochen Ulrich Hanger	10.1109/ISSRE.2014.12
25th IEEE International Symposium on Software Reliability Engineering, ISSRE 2014, Naples, Italy, November 3-6, 2014		
