Addra: Metadata-private voice communication over fully untrusted infrastructure.	Ishtiyaque Ahmad,Yuntian Yang,Divyakant Agrawal,Amr El Abbadi,Trinabh Gupta	
NrOS: Effective Replication and Sharing in an Operating System.	Ankit Bhardwaj,Chinmay Kulkarni 0002,Reto Achermann,Irina Calciu,Sanidhya Kashyap,Ryan Stutsman,Amy Tai,Gerd Zellweger	
Zeph: Cryptographic Enforcement of End-to-End Data Privacy.	Lukas Burkhalter,Nicolas Küchler,Alexander Viand,Hossein Shafagh,Anwar Hithnawi	
GoJournal: a verified, concurrent, crash-safe journaling system.	Tej Chajed,Joseph Tassarotti,Mark Theng,Ralf Jung 0002,M. Frans Kaashoek,Nickolai Zeldovich	
Scalable Memory Protection in the PENGLAI Enclave.	Erhu Feng,Xu Lu,Dong Du 0003,Bicheng Yang,Xueqiang Jiang,Yubin Xia,Binyu Zang,Haibo Chen 0001	
P3: Distributed Deep Graph Learning at Scale.	Swapnil Gandhi,Anand Padmanabha Iyer	
ZNS+: Advanced Zoned Namespace Interface for Supporting In-Storage Zone Compaction.	Kyuhwa Han,Hyunho Gwak,Dongkun Shin,Jooyoung Hwang	
Beyond malloc efficiency to fleet efficiency: a hugepage-aware memory allocator.	A. H. Hunter,Chris Kennelly,Paul Turner,Darryl Gove,Tipp Moseley,Parthasarathy Ranganathan	
Rearchitecting Linux Storage Stack for µs Latency and High Throughput.	Jaehyun Hwang,Midhul Vuppalapati,Simon Peter 0001,Rachit Agarwal 0001	
The nanoPU: A Nanosecond Network Stack for Datacenters.	Stephen Ibanez,Alex Mallery,Serhat Arslan,Theo Jepsen,Muhammad Shahbaz 0001,Changhoon Kim,Nick McKeown	
DMon: Efficient Detection and Correction of Data Locality Problems Using Selective Profiling.	Tanvir Ahmed Khan,Ian Neal,Gilles Pokam,Barzan Mozafari,Baris Kasikci	
Modernizing File System through In-Storage Indexing.	Jinhyung Koo,Junsu Im,Jooyoung Song,Juhyung Park,Eunji Lee,Bryan S. Kim,Sungjin Lee 0001	
MAGE: Nearly Zero-Cost Virtual Memory for Secure Computation.	Sam Kumar,David E. Culler,Raluca Ada Popa	
Oort: Efficient Federated Learning via Guided Participant Selection.	Fan Lai,Xiangfeng Zhu,Harsha V. Madhyastha,Mosharaf Chowdhury	
STORM: Refinement Types for Secure Web Applications.	Nico Lehmann,Rose Kunkel,Jordan Brown,Jean Yang 0001,Niki Vazou,Nadia Polikarpova,Deian Stefan,Ranjit Jhala	
Bringing Decentralized Search to Decentralized Services.	Mingyu Li,Jinhao Zhu,Tianxu Zhang,Cheng Tan 0005,Yubin Xia,Sebastian Angel,Haibo Chen 0001	
Privacy Budget Scheduling.	Tao Luo,Mingen Pan,Pierre Tholoniat,Asaf Cidon,Roxana Geambasu,Mathias Lécuyer	
Horcrux: Automatic JavaScript Parallelism for Resource-Efficient Web Computation.	Shaghayegh Mardani,Ayush Goel,Ronny Ko,Harsha V. Madhyastha,Ravi Netravali	
Marius: Learning Massive Graph Embeddings on a Single Machine.	Jason Mohoney,Roger Waleffe,Henry Xu,Theodoros Rekatsinas,Shivaram Venkataraman	
Pollux: Co-adaptive Cluster Scheduling for Goodput-Optimized Deep Learning.	Aurick Qiao,Sang Keun Choe,Suhas Jayaram Subramanya,Willie Neiswanger,Qirong Ho,Hao Zhang 0025,Gregory R. Ganger,Eric P. Xing	
CLP: Efficient and Scalable Search on Compressed Text Logs.	Kirk Rodrigues,Yu Luo,Ding Yuan 0004	
Retrofitting High Availability Mechanism to Tame Hybrid Transaction/Analytical Processing.	Sijie Shen,Rong Chen 0001,Haibo Chen 0001,Binyu Zang	
Optimizing Storage Performance with Calibrated Interrupts.	Amy Tai,Igor Smolyar,Michael Wei,Dan Tsafrir	
Dorylus: Affordable, Scalable, and Accurate GNN Training with Distributed CPU Servers and Serverless Threads.	John Thorpe,Yifan Qiao,Jonathan Eyolfson,Shen Teng,Guanzhou Hu,Zhihao Jia,Jinliang Wei,Keval Vora,Ravi Netravali,Miryung Kim,Guoqing Harry Xu	
Polyjuice: High-Performance Transactions via Learned Concurrency Control.	Jia-Chen Wang,Ding Ding,Huan Wang,Conrad Christensen,Zhaoguo Wang,Haibo Chen 0001,Jinyang Li 0001	
GNNAdvisor: An Adaptive and Efficient Runtime System for GNN Acceleration on GPUs.	Yuke Wang,Boyuan Feng,Gushu Li,Shuangchen Li,Lei Deng 0003,Yuan Xie 0001,Yufei Ding	
Nap: A Black-Box Approach to NUMA-Aware Persistent Memory Indexes.	Qing Wang 0031,Youyou Lu,Junru Li,Jiwu Shu	
PET: Optimizing Tensor Programs with Partially Equivalent Transformations and Automated Corrections.	Haojie Wang,Jidong Zhai,Mingyu Gao 0001,Zixuan Ma,Shizhi Tang,Liyan Zheng,Yuanzhi Li,Kaiyuan Rong,Yuanyong Chen,Zhihao Jia	
Finding Consensus Bugs in Ethereum via Multi-transaction Differential Fuzzing.	Youngseok Yang,Taesoo Kim,Byung-Gon Chun	
DistAI: Data-Driven Automated Invariant Learning for Distributed Protocols.	Jianan Yao,Runzhou Tao,Ronghui Gu,Jason Nieh,Suman Jana,Gabriel Ryan	
SANRAZOR: Reducing Redundant Sanitizer Checks in C/C++ Programs.	Jiang Zhang,Shuai Wang 0011,Manuel Rigger,Pinjia He,Zhendong Su 0001	
15th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2021, July 14-16, 2021.	Angela Demke Brown,Jay R. Lorch	
