Cross-layer fault-space pruning for hardware-assisted fault injection.	Christian Dietrich 0001,Achim Schmider,Oskar Pusz,Guillermo Payá Vayá,Daniel Lohmann	10.1145/3195970.3196019
FastGC: accelerate garbage collection via an efficient copyback-based data migration in SSDs.	Fei Wu 0005,Jiaona Zhou,Shunzhuo Wang,Yajuan Du,Chengmo Yang,Changsheng Xie	10.1145/3195970.3196051
PEP: proactive checkpointing for efficient preemption on GPUs.	Chen Li 0015,Andrew Zigerelli,Jun Yang 0002,Yang Guo 0003	10.1145/3195970.3196091
RAIN: a tool for reliability assessment of interconnect networks - physics to software.	Ali Abbasinasab,Malgorzata Marek-Sadowska	10.1145/3195970.3196099
A novel 3D DRAM memory cube architecture for space applications.	Anthony Agnesina,Amanvir Sidana,James Yamaguchi,Christian Krutzik,John Carson,Jean Yang-Scharlotta,Sung Kyu Lim	10.1145/3195970.3195978
LEMAX: learning-based energy consumption minimization in approximate computing with quality guarantee.	Vahideh Akhlaghi,Sicun Gao,Rajesh K. Gupta 0001	10.1145/3195970.3196069
PIMA-logic: a novel processing-in-memory architecture for highly flexible and energy-efficient logic computation.	Shaahin Angizi,Zhezhi He,Deliang Fan	10.1145/3195970.3196092
CMP-PIM: an energy-efficient comparator-based processing-in-memory neural network accelerator.	Shaahin Angizi,Zhezhi He,Adnan Siraj Rakin,Deliang Fan	10.1145/3195970.3196009
Enabling a new era of brain-inspired computing: energy-efficient spiking neural network with ring topology.	Kangjun Bai,Jialing Li,Kian Hamedani,Yang Yi 0002	10.1145/3195970.3196044
Coding approach for low-power 3D interconnects.	Lennart Bamberg,Robert Schmidt 0003,Alberto García Ortiz	10.1145/3195970.3196010
Side-channel security of superscalar CPUs: evaluating the impact of micro-architectural features.	Alessandro Barenghi,Gerardo Pelosi	10.1145/3195970.3196112
Thermal-aware optimizations of reRAM-based neuromorphic computing systems.	Majed Valad Beigi,Gokhan Memik	10.1145/3195970.3196128
DWE: decrypting learning with errors with errors.	Song Bian 0001,Masayuki Hiromoto,Takashi Sato	10.1145/3195970.3196032
Approximate on-the-fly coarse-grained reconfigurable acceleration for general-purpose applications.	Marcelo Brandalero,Luigi Carro,Antonio Carlos Schneider Beck,Muhammad Shafique 0001	10.1145/3195970.3195993
Long live TIME: improving lifetime for training-in-memory engines by structured gradient sparsification.	Yi Cai 0003,Yujun Lin 0001,Lixue Xia,Xiaoming Chen 0003,Song Han 0003,Yu Wang 0002,Huazhong Yang	10.1145/3195970.3196071
Reconciling remote attestation and safety-critical operation on simple IoT devices.	Xavier Carpent,Karim Eldefrawy,Norrathep Rattanavipanon,Ahmad-Reza Sadeghi,Gene Tsudik	10.1145/3195970.3199853
Subutai: distributed synchronization primitives in NoC interfaces for legacy parallel-applications.	Rodrigo Cataldo,Ramon Fernandes,Kevin J. M. Martin,Johanna Sepúlveda,Altamiro Amadeu Susin,César A. M. Marcon,Jean-Philippe Diguet	10.1145/3195970.3196124
Test cost reduction for X-value elimination by scan slice correlation analysis.	Hyunsu Chae,Joon-Sung Yang	10.1145/3195970.3196127
GPU obfuscation: attack and defense strategies.	Abhishek Chakraborty 0001,Yang Xie,Ankur Srivastava 0001	10.1145/3195970.3196058
A security vulnerability analysis of SoCFPGA architectures.	Sumanta Chaudhuri	10.1145/3195970.3195979
Enabling union page cache to boost file access performance of NVRAM-based storage device.	Shuo-Han Chen,Tseng-Yi Chen,Yuan-Hao Chang 0001,Hsin-Wen Wei,Wei-Kuan Shih	10.1145/3195970.3196045
Exploring the programmability for deep learning processors: from architecture to tensorization.	Chixiao Chen,Huwan Peng,Xindi Liu,Hongwei Ding,C.-J. Richard Shi	10.1145/3195970.3196049
Packet pump: overcoming network bottleneck in on-chip interconnects for GPGPUs.	Xianwei Cheng,Yang Zhao,Hui Zhao 0013,Yuan Xie 0001	10.1145/3195970.3196087
An architecture-agnostic integer linear programming approach to CGRA mapping.	S. Alexander Chin,Jason Helge Anderson	10.1145/3195970.3195986
SOTERIA: exploiting process variations to enhance hardware security with photonic NoC architectures.	Sai Vineel Reddy Chittamuru,Ishan G. Thakkar,Varun Bhat,Sudeep Pasricha	10.1145/3195970.3196118
Content addressable memory based binarized neural network accelerator using time-domain signal processing.	Woong Choi,Kwanghyo Jeong,Kyungrak Choi,Kyeongho Lee,Jongsun Park 0001	10.1145/3195970.3196014
PlanarONoC: concurrent placement and routing considering crossing minimization for optical networks-on-chip.	Yu-Kai Chuang,Kuan-Jung Chen,Kun-Lin Lin,Shao-Yun Fang,Bing Li 0005,Ulf Schlichtmann	10.1145/3195970.3196093
LEAD: learning-enabled energy-aware dynamic voltage/frequency scaling in NoCs.	Mark Clark,Avinash Kodi,Razvan C. Bunescu,Ahmed Louri	10.1145/3195970.3196068
Automated accelerator generation and optimization with composable, parallel and pipeline architecture.	Jason Cong,Peng Wei 0004,Cody Hao Yu,Peng Zhang 0007	10.1145/3195970.3195999
A collaborative defense against wear out attacks in non-volatile processors.	Patrick Cronin,Chengmo Yang,Yongpan Liu	10.1145/3195970.3196825
Efficient computation of ECO patch functions.	Ai Quoc Dao,Nian-Ze Lee,Li-Cheng Chen,Mark Po-Hung Lin,Jie-Hong R. Jiang,Alan Mishchenko,Robert K. Brayton	10.1145/3195970.3196039
VRL-DRAM: improving DRAM performance via variable refresh latency.	Anup Das 0001,Hasan Hassan,Onur Mutlu	10.1145/3195970.3196136
RAMP: resource-aware mapping for CGRAs.	Shail Dave,Mahesh Balasubramanian 0001,Aviral Shrivastava	10.1145/3195970.3196101
DrAcc: a DRAM based accelerator for accurate CNN inference.	Quan Deng,Lei Jiang 0001,Youtao Zhang,Minxuan Zhang,Jun Yang 0002	10.1145/3195970.3196029
Modelling multicore contention on the AURIXTM TC27x.	Enrique Díaz,Enrico Mezzetti,Leonidas Kosmidis,Jaume Abella 0001,Francisco J. Cazorla	10.1145/3195970.3196077
On-chip deep neural network storage with multi-level eNVM.	Marco Donato,Brandon Reagen,Lillian Pentecost,Udit Gupta,David Brooks 0001,Gu-Yeon Wei	10.1145/3195970.3196083
Extracting data parallelism in non-stencil kernel computing by optimally coloring folded memory conflict graph.	Juan Escobedo,Mingjie Lin	10.1145/3195970.3196088
Compiler-guided instruction-level clock scheduling for timing speculative processors.	Yuanbo Fan,Tianyu Jia,Jie Gu 0001,Simone Campanoni,Russ Joseph	10.1145/3195970.3196013
Obstacle-avoiding open-net connector with precise shortest distance estimation.	Guan-Qi Fang,Yong Zhong,Yi-Hao Cheng,Shao-Yun Fang	10.1145/3195970.3196081
Similarity-aware spectral sparsification by edge filtering.	Zhuo Feng	10.1145/3195970.3196114
IAfinder: identifying potential implicit assumptions to facilitate validation in medical cyber-physical system.	Zhicheng Fu,Zhao Wang,Chunhui Guo,Zhenyu Zhang 0009,Shangping Ren,Lui Sha	10.1145/3195970.3196062
Active forwarding: eliminate IOMMU address translation for accelerator-rich architectures.	Hsueh-Chun Fu,Po-Han Wang 0001,Chia-Lin Yang	10.1145/3195970.3195984
