Geographically Distributed System for Catastrophic Recovery.	Kevin Adams	
Performance Tuning Guru.	Jeff R. Allen	
So You Want to Do a Startup?	Eric Allman	
Email/MTAs Guru.	Eric Allman	
Timing the Application of Security Patches for Optimal Uptime.	Steve Beattie,Seth Arnold,Crispin Cowan,Perry Wagle,Chris Wright 0003,Adam Shostack	
Over-Zealous Security Administrators Are Breaking the Internet.	Richard van den Berg,Phil Dibowitz	
RTG: A Scalable SNMP Statistics Architecture for Service Providers.	Robert Beverly	
SysAdmin, Stories, and Signing: Learning from Communication Experts.	David N. Blank-Edelman	
Load Balancers.	Tony Bourke	
HotSwap-Transparent Server Failover for Linux.	Noel Burton-Krahn	
SAMBA Guru.	Gerald Carter	
Project Management Guru.	Strata Rose Chalup	
Pan: A High-Level Configuration Language.	Lionel Cons,Piotr Poznanski	
The Evolving Ethics of System Administration.	Lee Damon,Rob Kolstad	
Risk-Taking vs. Management.	Paul Evans	
AFS Gurus.	Esther Filderman,Garry Zacheiss	
Embracing and Extending Windows 2000.	Jon Finke	
Process Monitor: Detecting Events That Didn&apos;t Happen.	Jon Finke	
Holistic Quota Management: The Natural Path to a Better, More Efficient Quota System.	Michael Gilfix	
Stem: The System Administration Enabler.	Uri Guttman	
An Analysis of RPM Validation Drift.	John Hart,Jeffrey D&apos;Amelia	
System Monitoring Guru.	Douglas Hughes	
Security on Macintosh OS X.	John Hurley	
Defining and Monitoring Service-Level Agreements for Dynamic e-Business.	Alexander Keller 0002,Heiko Ludwig	
The Constitutional &amp; Financial Argument Against Spam.	Daniel V. Klein	
Perl/Scripting Gurus.	Daniel V. Klein,Mark-Jason Dominus	
Domain Name Server Comparison: BIND 8 vs. BIND 9 vs. djbdns vs. ???	Brad Knowles	
How to Write a Book with Someone You Don&apos;t Know: Internet Collaboration for the Truly Geeky.	Thomas A. Limoncelli,Christine Hogan	
Environmental Acquisition in Network Management.	Mark Logan,Matthias Felleisen,David N. Blank-Edelman	
Application Aware Management of Internet Data Center Software.	Alain J. Mayer	
Spam Blocking with a Dynamically Updated Firewall Ruleset.	Deeann M. M. Mikula,Chris Tracy,Mike Holling	
My Years with the NSA Red Team.	Tim Nagle	
A Simple Way to Estimate the Cost of Downtime.	David A. Patterson 0001	
Large-Scale 802.11 Deployment.	Tim Pozar	
Making Backups Easier with Disk.	W. Curtis Preston	
Backups Guru.	W. Curtis Preston	
The Intrusion Detection Timeline.	Paul Proctor	
Keynote: Scaling the Web: An Overview of Google (A Linux Cluster for Fun and Profit).	Jim Reese	
A New Architecture for Managing Enterprise Log Data.	Adam Sah	
Internet Security: Beyond Firewalls, Passwords, and Crypto.	Peter H. Salus	
The Promise of Privacy.	Len Sassaman	
Work-Augmented Laziness with the Los Task Request System.	Thomas S. Stepleton	
Consulting Guru.	Nick Stoughton	
MieLog: A Highly Interactive Visual Log Browser Using Information Visualization and Statistical Analysis.	Tetsuji Takada,Hideki Koike	
Network-based Intrusion Detection - Modeling for a Larger Picture.	Atsushi Totsuka,Hidenari Ohwada,Nobuhisa Fujita,Debasish Chakraborty,Glenn Mansfield Keeni,Norio Shiratori	
Why Order Matters: Turing Equivalence in Automated Systems Administration.	Steve Traugott	
Infrastructures Guru.	Steve Traugott	
An Approach for Secure Software Installation.	V. N. Venkatakrishnan,R. Sekar 0001,T. Kamat,S. Tsipa,Zhenkai Liang	
&quot;Who ARE These People?&quot; Internet Governance, Peering, and Legislation.	Paul Vixie	
Perl 6.	Larry Wall	
Panel: Nobody Notices Until It&apos;s Broken: Self-Marketing for Sysadmins.		
Proceedings of the 16th Conference on Systems Administration (LISA 2002), Philadelphia, PA, USA, November 3-8, 2002	Alva L. Couch	
