Principal typings for Java-like languages.	Davide Ancona,Elena Zucca	10.1145/964001.964027
Extensional normalisation and type-directed partial evaluation for typed lambda calculus with sums.	Vincent Balat,Roberto Di Cosmo,Marcelo P. Fiore	10.1145/964001.964007
Simple relational correctness proofs for static analyses and program transformations.	Nick Benton	10.1145/964001.964003
A semantics for web services authentication.	Karthikeyan Bhargavan,Cédric Fournet,Andrew D. Gordon 0001	10.1145/964001.964018
Local reasoning about a copying garbage collector.	Lars Birkedal,Noah Torp-Smith,John C. Reynolds	10.1145/964001.964020
The space cost of lazy reference counting.	Hans-Juergen Boehm	10.1145/964001.964019
Asynchronous and deterministic objects.	Denis Caromel,Ludovic Henrio,Bernard P. Serpette	10.1145/964001.964012
An abstract interpretation-based framework for software watermarking.	Patrick Cousot,Radhia Cousot	10.1145/964001.964016
A logic you can count on.	Silvano Dal-Zilio,Denis Lugiez,Charles Meyssonnier	10.1145/964001.964013
A type system for well-founded recursion.	Derek Dreyer	10.1145/964001.964026
Tridirectional typechecking.	Jana Dunfield,Frank Pfenning	10.1145/964001.964025
Isomorphisms of generic recursive polynomial types.	Marcelo P. Fiore	10.1145/964001.964008
Atomizer: a dynamic atomicity checker for multithreaded programs.	Cormac Flanagan,Stephen N. Freund	10.1145/964001.964023
Parsing expression grammars: a recognition-based syntactic foundation.	Bryan Ford	10.1145/964001.964011
Abstract non-interference: parameterizing non-interference by abstract interpretation.	Roberto Giacobazzi,Isabella Mastroeni	10.1145/964001.964017
Global value numbering using random interpretation.	Sumit Gulwani,George C. Necula	10.1145/964001.964030
Abstractions from proofs.	Thomas A. Henzinger,Ranjit Jhala,Rupak Majumdar,Kenneth L. McMillan	10.1145/964001.964021
Free theorems in the presence of seq.	Patricia Johann,Janis Voigtländer	10.1145/964001.964010
Precise interprocedural analysis through linear algebra.	Markus Müller-Olm,Helmut Seidl	10.1145/964001.964029
Separation and information hiding.	Peter W. O&apos;Hearn,Hongseok Yang,John C. Reynolds	10.1145/964001.964024
Polymorphic typed defunctionalization.	François Pottier,Nadji Gauthier	10.1145/964001.964009
Summarizing procedures in concurrent programs.	Shaz Qadeer,Sriram K. Rajamani,Jakob Rehof	10.1145/964001.964022
Symbolic transfer function-based approaches to certified compilation.	Xavier Rival	10.1145/964001.964002
Non-linear loop invariant generation using Gröbner bases.	Sriram Sankaranarayanan 0001,Henny Sipma,Zohar Manna	10.1145/964001.964028
Incremental execution of transformation specifications.	Ganesh Sittampalam,Oege de Moor,Ken Friis Larsen	10.1145/964001.964004
A bisimulation for dynamic sealing.	Eijiro Sumii,Benjamin C. Pierce	10.1145/964001.964015
Semantic types: a fresh look at the ideal model for types.	Jerome Vouillon,Paul-André Melliès	10.1145/964001.964006
Channel dependent types for higher-order mobile processes.	Nobuko Yoshida	10.1145/964001.964014
Formalization of generics for the .NET common language runtime.	Dachuan Yu,Andrew Kennedy,Don Syme	10.1145/964001.964005
Proceedings of the 31st ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages, POPL 2004, Venice, Italy, January 14-16, 2004	Neil D. Jones,Xavier Leroy	10.1145/964001
