Collaborative Operating System and Compiler Power Management for Real-Time Applications.	Nevine AbouGhazaleh,Daniel Mossé,Bruce R. Childers,Rami G. Melhem,Matthew Craven	10.1109/RTTAS.2003.1203045
Analysis of the Execution Time Unpredictability caused by Dynamic Branch Prediction.	Jakob Engblom	10.1109/RTTAS.2003.1203047
A comparison of MPCP and MSRP when sharing resources in the Janus multiple-processor on a chip platform.	Paolo Gai,Marco Di Natale,Giuseppe Lipari,Alberto Ferrari,Claudio Gabellini,Paolo Marceca	10.1109/RTTAS.2003.1203051
Synchronous Modeling of Avionics Applications using the SIGNAL Languag.	Abdoulaye Gamatié,Thierry Gautier	10.1109/RTTAS.2003.1203046
A Model-Based Approach to System-Level Dependency and Real-Time Analysis of Embedded Software.	Zonghua Gu 0001,Sharath Kodase,Shige Wang,Kang G. Shin	10.1109/RTTAS.2003.1203039
A Cyclic-Executive-Based QoS Guarantee over USB.	Chih-Yuan Huang,Li-Pin Chang,Tei-Wei Kuo	10.1109/RTTAS.2003.1203040
Modular Code Generation from Hybrid Automata based on Data Dependency.	Jesung Kim,Insup Lee 0001	10.1109/RTTAS.2003.1203048
Improving Scalability of Task Allocation and Scheduling in Large Distributed Real-Time Systems Using Shared Buffers.	Sharath Kodase,Shige Wang,Zonghua Gu 0001,Kang G. Shin	10.1109/RTTAS.2003.1203050
Towards Predictable Real-time Java Object Request Brokers.	Arvind S. Krishna,Raymond Klefstad,Douglas C. Schmidt,Angelo Corsaro	10.1109/RTTAS.2003.1203036
Real-Time Support for Mobile Robotics.	Huan Li 0001,John Sweeney,Krithi Ramamritham,Roderic A. Grupen,Prashant J. Shenoy	10.1109/RTTAS.2003.1203032
An Integrated Approach for Applying Dynamic Voltage Scaling to Hard Real-Time Systems.	Yanbin Liu,Aloysius K. Mok	10.1109/RTTAS.2003.1203043
Feedback Control with Queueing-Theoretic Prediction for Relative Delay Guarantees in Web Servers.	Ying Lu 0002,Tarek F. Abdelzaher,Chenyang Lu 0001,Lui Sha,Xue Liu 0001	10.1109/RTTAS.2003.1203053
Feedback Control Real-Time Scheduling in ORB Middleware.	Chenyang Lu 0001,Xiaorui Wang,Christopher D. Gill	10.1109/RTTAS.2003.1203035
Global Multiprocessor Scheduling of Aperiodic Tasks using Time-Independent Priorities.	Lars Lundberg,Håkan Lennerstad	10.1109/RTTAS.2003.1203049
Tool Set Implementation for Scenario-based Multithreading of UML-RT Models and Experimental Validation.	Jamison Masse,Saehwa Kim,Seongsoo Hong	10.1109/RTTAS.2003.1203038
Probabilistic Worst-Case Response-Time Analysis for the Controller Area Network.	Thomas Nolte,Hans Hansson,Christer Norström	10.1109/RTTAS.2003.1203052
Evaluation of Application-aware Heterogeneous Embedded Systems for Performance and Energy Consumption.	Jayaprakash Pisharath,Nan Jiang,Alok N. Choudhary	10.1109/RTTAS.2003.1203044
Practical Voltage-Scaling for Fixed-Priority RT-Systems.	Saowanee Saewong,Ragunathan Rajkumar	10.1109/RTTAS.2003.1203042
Evaluating Real-Time Java for Mission-Critical Large-Scale Embedded Systems.	David C. Sharp,Edward Pla,Kenn R. Luecke,Ricardo J. Hassan II	10.1109/RTTAS.2003.1203034
Template-Based Real-Time Dwell Scheduling with Energy Constraint.	Chi-Sheng Shih 0001,Sathish Gopalakrishnan,Phanindra Ganti,Marco Caccamo,Lui Sha	10.1109/RTTAS.2003.1203033
VEST: An Aspect-Based Composition Tool for Real-Time Systems.	John A. Stankovic,Ruiqing Zhu,Ram Poornalingam,Chenyang Lu 0001,Zhendong Yu,Marty Humphrey,Brian Ellis	10.1109/RTTAS.2003.1203037
Kernel Support for Open QoS-Aware Computing.	Ronghua Zhang,Tarek F. Abdelzaher,John A. Stankovic	10.1109/RTTAS.2003.1203041
Real-Time Scheduling of Hierarchical Reward-Based Tasks.	Ming Zu,Albert Mo Kim Cheng	10.1109/RTTAS.2003.1203031
Proceedings of the 9th IEEE Real-Time and Embedded Technology and Applications Symposium (RTAS 2003), May 27-30, 2003, Toronto, Canada		
